# Program:featureCounts v1.4.4; Command:"featureCounts" "-a" "chr4.gtf" "-o" "counts.txt" "-t" "exon" "-g" "gene_name" "-T" "16" "trimmed_ctl1.fastq_tophat/accepted_hits.bam" "trimmed_ctl2.fastq_tophat/accepted_hits.bam" "trimmed_ctl3.fastq_tophat/accepted_hits.bam" "trimmed_uvb1.fastq_tophat/accepted_hits.bam" "trimmed_uvb2.fastq_tophat/accepted_hits.bam" "trimmed_uvb3.fastq_tophat/accepted_hits.bam" 
Geneid	Chr	Start	End	Strand	Length	trimmed_ctl1.fastq_tophat/accepted_hits.bam	trimmed_ctl2.fastq_tophat/accepted_hits.bam	trimmed_ctl3.fastq_tophat/accepted_hits.bam	trimmed_uvb1.fastq_tophat/accepted_hits.bam	trimmed_uvb2.fastq_tophat/accepted_hits.bam	trimmed_uvb3.fastq_tophat/accepted_hits.bam
LINC01095	4;4;4;4;4;4;4	146109455;146110823;146111159;146111601;146111994;146113642;146121746	146109866;146110993;146111473;146111750;146112210;146114465;146121913	-;-;-;-;-;-;-	2257	0	0	0	0	0	0
AC097372.1	4	146122204	146122284	-	81	0	0	0	0	0	0
LSM6	4;4;4;4;4;4	146175685;146182912;146187274;146189622;146190081;146199943	146176686;146183646;146187551;146190046;146190187;146200000	+;+;+;+;+;+	2605	11	33	21	87	35	103
RP11-6L6.4	4	146180851	146181316	+	466	0	0	0	0	0	1
RP11-6L6.2	4;4;4	146224557;146228210;146229025	146224608;146228522;146229056	+;+;+	397	1	0	3	0	0	2
RP11-6L6.6	4	146231892	146232267	+	376	0	0	0	2	0	0
RP11-6L6.7	4;4	146241806;146243186	146242053;146243669	+;+	732	0	0	0	0	0	0
SLC10A7	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	146253975;146256826;146258692;146283192;146292929;146293930;146305926;146325961;146441666;146477879;146503849;146509913;146513902;146517038;146521618	146256520;146256936;146258837;146283265;146292980;146294095;146306009;146325996;146442821;146478301;146503924;146510049;146515151;146517120;146521964	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6687	12	27	19	29	143	82
MIR7849	4	146408583	146408688	+	106	0	0	0	0	0	0
RNU1-44P	4	146580048	146580210	+	163	0	0	0	0	0	0
POU4F2	4;4	146638893;146639867	146639428;146642474	+;+	3144	0	0	0	0	0	0
AC093887.1	4	146639261	146639343	+	83	0	0	0	0	0	0
TTC29	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	146706638;146707485;146763814;146803457;146812757;146820125;146831641;146833806;146867498;146874716;146903544;146909026;146937594;146939804;146942584;146944097;146945031;146945709	146707188;146707551;146764187;146803685;146813030;146820248;146831794;146833897;146867583;146874928;146903729;146909249;146937677;146939901;146942684;146944350;146945077;146945882	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3332	0	0	0	0	0	0
RP11-292D4.2	4;4;4	146934001;146942846;146945431	146934337;146942991;146945471	+;+;+	524	0	0	0	0	0	0
RP11-292D4.1	4;4;4;4;4	146957438;146959445;146962243;146973858;146975071	146957486;146959575;146962345;146973988;146975457	+;+;+;+;+	801	0	0	0	0	0	0
RP11-292D4.3	4	147005492	147009145	+	3654	0	0	0	0	0	0
RP11-292D4.4	4	147025914	147030072	+	4159	0	0	0	0	0	0
MIR548G	4	147344629	147344717	-	89	0	0	0	0	0	0
RP11-364M6.1	4	147425974	147426351	-	378	0	1	0	0	0	0
PRMT5P1	4	147458724	147459321	-	598	0	0	0	0	0	0
EDNRA	4;4;4;4;4;4;4;4;4	147480917;147485612;147519851;147531643;147532506;147535877;147539817;147540377;147542478	147481376;147486101;147519978;147531730;147532704;147536029;147539950;147540485;147544954	+;+;+;+;+;+;+;+;+	4238	51	64	37	175	106	169
RP11-752L20.3	4	147487971	147496062	+	8092	0	0	1	8	6	18
GTF2F2P1	4	147506091	147506765	+	675	9	0	7	5	0	6
RP11-752L20.5	4;4;4;4;4;4;4	147567606;147570788;147572681;147573216;147575443;147578731;147594265	147567708;147570930;147572800;147573306;147575565;147578855;147594587	+;+;+;+;+;+;+	1028	0	0	0	2	0	0
RP11-425A23.1	4;4	147609552;147617088	147609961;147617245	-;-	568	0	0	0	0	0	0
TMEM184C	4;4;4;4;4;4;4;4;4;4;4	147617383;147623834;147624062;147624804;147628361;147629599;147631393;147632547;147633765;147634169;147671867	147618079;147623964;147624098;147625009;147628435;147629692;147631505;147633002;147633936;147636721;147672044	+;+;+;+;+;+;+;+;+;+;+	4712	80	115	73	258	186	229
PRMT9	4;4;4;4;4;4;4;4;4;4;4;4	147637785;147638960;147642787;147653852;147657792;147660846;147668539;147670641;147672959;147673638;147680323;147683799	147638747;147639293;147642940;147654566;147657975;147661318;147668645;147670743;147673126;147673874;147680471;147684230	-;-;-;-;-;-;-;-;-;-;-;-	4019	22	19	17	73	36	66
ARHGAP10	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	147732063;147822727;147822896;147847151;147857553;147860983;147875021;147879232;147881838;147906638;147909732;147913074;147939825;147946239;147955316;147965024;147966680;148023054;148046892;148063148;148064416;148065240;148071993	147732455;147822822;147822957;147847222;147858488;147866816;147875150;147879338;147881932;147906719;147909777;147913139;147939899;147946704;147955374;147965129;147966839;148023413;148047051;148063300;148064507;148065660;148072780	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10759	71	98	87	82	124	101
RNA5SP165	4	147745303	147745417	-	115	0	0	0	0	0	0
MIR4799	4	147782595	147782668	+	74	0	0	0	0	0	0
RN7SL254P	4	147808926	147809209	+	284	0	0	0	0	0	0
RP11-315D13.1	4	147916529	147917386	-	858	0	0	0	0	0	0
NR3C2	4;4;4;4;4;4;4;4;4;4;4;4;4	148078762;148114104;148120158;148146588;148152417;148154551;148194746;148201039;148259966;148368265;148435104;148442160;148444526	148081499;148114261;148120288;148146757;148152613;148154901;148194862;148201132;148260117;148368470;148436862;148442520;148444698	-;-;-;-;-;-;-;-;-;-;-;-;-	6607	33	18	36	61	24	34
RP11-76G10.1	4;4;4	148146471;148207992;148208551	148146549;148208262;148208880	+;+;+	680	0	0	0	0	0	0
RP11-655B23.1	4	148526493	148527139	-	647	0	0	0	2	0	1
RNA5SP166	4	148557947	148558048	+	102	0	0	0	0	0	0
RP11-503L19.1	4;4	148693032;148694032	148693257;148694323	+;+	518	0	0	0	0	0	0
ATP5LP4	4	148703526	148703832	-	307	0	0	0	0	0	0
RP11-360A10.1	4	148819351	148819956	-	606	0	0	0	0	0	0
CTB-191D16.1	4;4;4	148940941;148941548;148942342	148941087;148941842;148942378	-;-;-	479	0	0	0	0	0	0
RNU7-197P	4	148991572	148991633	-	62	0	0	0	0	0	0
RP11-563M4.1	4;4;4;4	149027445;149031092;149048751;149062410	149027545;149031310;149048798;149062522	-;-;-;-	481	0	0	0	0	0	0
RP11-342A1.1	4;4	149147802;149149549	149148045;149149780	-;-	476	0	0	0	0	0	0
RP11-24I21.1	4;4;4;4;4;4;4;4;4;4;4;4;4	149154295;149155452;149202363;149203893;149204907;149214444;149214651;149216403;149217965;149256004;149256233;149259977;149277865	149154619;149155725;149202556;149204152;149205214;149214531;149214887;149216577;149218020;149256095;149256398;149260062;149278123	+;+;+;+;+;+;+;+;+;+;+;+;+	2520	0	0	0	0	0	0
RP11-526A4.1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	149352017;149429932;149433396;149514525;149548455;149553143;149563692;149587930;149621129;149682118;149686378;149691738;149733244;149735376;149737614;149742655;149748693;149780231;149793660;149815311;149815600;149896134	149352066;149430029;149433557;149514742;149548589;149553287;149563890;149587997;149621244;149682206;149686468;149691791;149733508;149735458;149737711;149742739;149748755;149780324;149793716;149815348;149815828;149896233	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2537	0	0	0	0	0	0
RP11-707F2.1	4;4;4	149666057;149690823;149710952	149666199;149690991;149711149	+;+;+	510	0	0	0	0	0	0
AKIRIN2P1	4	149789952	149790303	+	352	0	0	0	0	0	0
RNA5SP167	4	149907560	149907675	+	116	0	0	0	0	0	0
RNU6-1230P	4	149934376	149934483	+	108	0	0	0	0	0	0
RP11-423J7.1	4;4	149956208;149958281	149956273;149958572	+;+	358	0	0	0	0	0	0
DCLK2	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	150078274;150102478;150175443;150193138;150198002;150199028;150203795;150220703;150221677;150224501;150232337;150232682;150239742;150240399;150247603;150248305;150249568;150253474;150256020	150079448;150102812;150175636;150193240;150198103;150199078;150203889;150220778;150221785;150224558;150232456;150232828;150239875;150240476;150247699;150248385;150249684;150253556;150257457	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4593	23	19	21	69	61	21
RNU7-194P	4	150209706	150209768	+	63	0	0	0	0	0	0
LRBA	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	150264531;150277853;150282450;150285933;150302625;150310229;150314723;150321191;150325809;150349992;150415438;150435589;150436724;150467673;150471624;150487732;150490918;150581318;150588048;150590713;150597083;150599007;150679588;150683551;150683845;150735258;150761783;150798081;150806271;150808320;150817124;150828180;150831817;150840540;150844100;150844658;150848818;150849422;150850724;150851885;150867671;150868182;150870525;150871345;150872663;150893052;150896394;150897739;150900049;150905838;150906297;150908334;150908660;150914195;150915608;150916401;150916617;150921198;150928516;150928834;151012805;151015202;151015473	150265812;150278004;150282646;150286034;150302792;150311369;150315634;150321383;150325898;150350159;150415590;150435708;150436864;150467785;150471739;150487834;150491035;150581722;150588184;150590859;150597115;150599131;150679667;150683717;150683963;150735366;150761847;150798142;150806404;150808398;150817257;150828621;150831976;150841053;150844207;150844779;150848998;150849575;150850902;150852943;150867863;150868305;150870606;150871453;150872755;150893149;150896456;150897818;150900217;150905990;150906405;150908467;150908857;150914341;150915727;150916527;150916738;150921293;150928616;150929065;151014861;151015284;151015727	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14929	195	248	206	369	157	266
RP11-174F8.1	4	150422645	150423642	-	998	0	0	0	0	0	0
RP11-1336O20.2	4;4	150579089;150579604	150579355;150581545	+;+	2209	0	0	1	0	0	0
MAB21L2	4	150581922	150584693	+	2772	2	0	5	1	0	1
AC110813.1	4	150639756	150639866	-	111	0	0	0	0	0	0
ZBTB8OSP1	4	150720981	150721478	+	498	1	0	0	0	3	2
RNA5SP168	4	150970671	150970782	-	112	0	0	0	0	0	0
AK4P6	4	151027090	151027617	+	528	0	0	0	0	0	0
RPS3A	4;4;4;4;4	151099573;151100427;151100975;151102871;151104472	151099966;151100588;151101162;151104286;151104652	+;+;+;+;+	2341	2239	1983	2276	4252	2870	3072
SNORD73	4	151102057	151102128	+	72	0	0	0	0	0	0
SH3D19	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	151102751;151120279;151127618;151128170;151132331;151133034;151135074;151137732;151139775;151143910;151147922;151149500;151159240;151165589;151170533;151174670;151176525;151176817;151179355;151181689;151187423;151226047;151226168;151227760;151266086;151325241	151103132;151122207;151127715;151128356;151132383;151133236;151135132;151137862;151139847;151144404;151148186;151149561;151159352;151166320;151170791;151175695;151176687;151176955;151179397;151181729;151187463;151226086;151226598;151228030;151266246;151325632	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7789	281	367	237	459	305	284
SNORD73A	4	151103827	151103891	+	65	0	0	0	0	0	0
RP11-372K14.2	4	151139991	151141103	+	1113	0	1	8	15	16	26
RP11-731D1.1	4;4;4;4;4	151259503;151261112;151261344;151262337;151262728	151259631;151261135;151261524;151262366;151262849	+;+;+;+;+	486	0	0	1	0	0	0
PRSS48	4;4;4;4;4	151277171;151279796;151282148;151283117;151291118	151277224;151279958;151282413;151283286;151291453	+;+;+;+;+	989	0	0	0	0	0	0
RP11-731D1.3	4	151279030	151279192	-	163	0	0	0	0	0	0
RNU6-1282P	4	151300518	151300613	+	96	0	0	0	0	0	0
RP11-731D1.4	4;4	151333775;151352900	151333989;151353224	-;-	540	0	0	0	0	0	1
RP11-610P16.1	4;4	151407551;151408635	151407707;151408835	-;-	358	0	0	0	1	0	2
FAM160A1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	151409216;151436435;151454701;151482524;151533012;151534695;151566138;151577450;151586641;151588840;151629702;151638677;151646558;151649459;151656232;151656760;151662501	151409465;151436517;151454808;151482648;151533048;151534900;151566364;151578076;151586799;151588926;151629869;151638756;151646748;151650592;151656410;151656898;151663632	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4932	30	33	40	124	182	173
AC097455.1	4	151565710	151565810	-	101	0	0	0	0	0	0
RN7SKP35	4	151576766	151576916	+	151	0	0	0	0	0	0
RP11-164P12.4	4;4	151667224;151670291	151667315;151670502	+;+	304	3	2	0	6	0	5
RP11-164P12.5	4	151669786	151670503	+	718	49	82	55	93	49	112
GATB	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	151670504;151672609;151679813;151686908;151688630;151691658;151701329;151703179;151705185;151707988;151716009;151716876;151719425;151758772;151760807	151671302;151675888;151679891;151687083;151688763;151691724;151701518;151703895;151705269;151708101;151716244;151717331;151724480;151758922;151761023	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11757	62	72	84	201	139	149
RP11-164P12.3	4;4;4	151674483;151677300;151677539	151676560;151677431;151677893	+;+;+	2565	2	9	0	4	40	31
RP11-424M21.1	4;4;4	151799500;151799902;151800826	151799617;151800024;151801348	+;+;+	764	0	0	0	0	0	0
RP11-503L23.1	4;4;4	151887543;151888491;151891167	151887763;151888578;151891263	-;-;-	406	0	0	0	0	0	0
RP11-73G16.3	4;4;4	151904932;151906032;151928542	151905313;151906121;151928648	-;-;-	579	0	0	0	0	0	0
RP11-73G16.2	4;4;4;4	151919468;151921764;151939779;151943756	151919532;151921874;151939912;151943933	+;+;+;+	488	0	0	0	1	0	0
RP11-73G16.1	4;4;4	151955991;151957154;151966996	151956256;151957498;151969381	+;+;+	2997	0	1	1	0	0	0
RNA5SP169	4	151971497	151971613	-	117	0	0	0	0	0	0
RP11-18H21.1	4;4;4	152100754;152101484;152103627	152101218;152101935;152104720	+;+;+	2011	0	1	0	12	39	25
RP11-18H21.2	4;4;4;4;4	152146385;152146988;152147204;152148023;152178488	152146516;152147082;152147338;152148126;152178573	-;-;-;-;-	552	0	0	0	0	0	0
RP11-18H21.3	4;4;4;4	152207421;152222468;152225244;152225831	152207668;152222759;152225450;152225870	-;-;-;-	787	0	0	0	0	0	0
AC079340.1	4	152228468	152228534	+	67	0	0	0	0	0	0
RN7SL446P	4	152264150	152264445	-	296	0	0	0	0	0	0
RP11-461L13.4	4;4	152308283;152309871	152308579;152309983	-;-	410	0	0	0	0	0	0
RP11-461L13.5	4	152317902	152318364	-	463	0	0	0	3	0	1
RP11-461L13.3	4	152320544	152321044	-	501	3	0	0	0	0	0
FBXW7	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	152321259;152328208;152329672;152330732;152332596;152337802;152346812;152348674;152350042;152352470;152382189;152411160;152412480;152530273;152534941	152326231;152329073;152329785;152330868;152332767;152337936;152347071;152348806;152350124;152352971;152382515;152411878;152412606;152530850;152536101	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10287	264	328	281	322	242	288
DEAR	4;4	152337655;152337810	152337737;152338098	+;+	372	0	0	0	0	0	0
MIR3140	4	152489327	152489416	-	90	0	0	0	0	0	0
MIR4453	4	152536264	152539263	+	3000	18	22	8	45	17	35
RP11-555K12.1	4;4	152551277;152552312	152552000;152552364	-;-	777	0	2	0	2	3	1
RP11-555K12.2	4	152613875	152614333	-	459	0	0	0	0	0	0
TMEM154	4;4;4;4;4;4;4;4;4	152618632;152639773;152640928;152643088;152644415;152646558;152652538;152652667;152679870	152628561;152639785;152641425;152643173;152644442;152646992;152652576;152652928;152680165	-;-;-;-;-;-;-;-;-	11587	514	561	389	624	692	1025
RP11-768B22.2	4;4	152666368;152668398	152667028;152670107	+;+	2371	0	0	0	3	0	1
ARFIP1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	152687727;152779937;152807204;152809673;152810080;152829625;152850643;152863606;152870753;152872452;152880963;152882723;152883245;152888133;152910064;152917008;152918403	152687747;152780226;152807248;152809733;152810388;152829726;152850727;152863714;152870848;152872564;152881184;152882880;152883316;152888307;152912357;152917084;152918463	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4290	93	119	99	224	172	241
TIGD4	4;4	152769354;152779482	152771542;152779764	-;-	2472	1	0	0	0	8	0
RP11-529H22.1	4	152796063	152796831	-	769	0	0	0	0	0	0
AC099339.1	4	152900966	152901079	+	114	0	0	0	0	0	0
RP11-206F17.2	4	152927446	152928207	+	762	28	14	23	52	35	40
FHDC1	4;4;4;4;4;4;4;4;4;4;4;4	152936352;152942928;152953499;152954217;152960565;152960744;152962814;152963023;152964905;152967980;152972377;152974675	152936409;152943555;152953560;152954319;152960650;152960844;152962884;152963130;152964975;152968097;152972541;152979696	+;+;+;+;+;+;+;+;+;+;+;+	6593	145	104	172	214	276	364
RP11-285C1.2	4;4;4;4;4	153034211;153036812;153066190;153084286;153091044	153034259;153036980;153066357;153084339;153091165	+;+;+;+;+	562	0	0	0	0	0	0
TRIM2	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	153152342;153153118;153156715;153157030;153204446;153222243;153257379;153270335;153275893;153292982;153294305;153295313;153309655;153315485;153315832;153322648;153324078;153328530;153334814	153152612;153153270;153156813;153157172;153204560;153222669;153257766;153270529;153276268;153293133;153294485;153296036;153310261;153315588;153315999;153322816;153324490;153328670;153339320	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9333	124	102	52	244	141	247
RNU6-1196P	4	153265662	153265755	-	94	0	0	0	0	0	0
ANXA2P1	4	153307792	153308717	-	926	173	217	217	623	647	537
MND1	4;4;4;4;4;4;4;4;4;4;4	153344649;153345353;153350063;153355654;153358474;153361503;153362987;153394262;153397219;153408971;153414751	153344740;153345506;153350129;153355809;153358622;153361624;153363025;153394337;153397333;153409145;153415118	+;+;+;+;+;+;+;+;+;+;+	1513	0	0	2	14	6	14
AC013477.1	4	153360533	153360654	+	122	0	0	0	0	0	0
RN7SL419P	4	153381729	153382015	-	287	0	0	0	0	0	0
KIAA0922	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	153466346;153467211;153473845;153550073;153554181;153555787;153556966;153558258;153580826;153581407;153583190;153583538;153584835;153585458;153586209;153587742;153588890;153591053;153592475;153593799;153596258;153598590;153601955;153602542;153603303;153603802;153612252;153620756;153621683;153622898;153626147;153627605;153632364;153633236;153634192;153635432;153636301	153466521;153467281;153473888;153550141;153554231;153555910;153557082;153558771;153580903;153581560;153583248;153583672;153584931;153585611;153586389;153587811;153589007;153591194;153592584;153593871;153596385;153598732;153602338;153602727;153603614;153604430;153612400;153620880;153621849;153623083;153626225;153627687;153632838;153633359;153634326;153635571;153636711	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6393	30	53	66	145	111	101
RP11-153M7.3	4;4;4	153640168;153640975;153678259	153640479;153641017;153681180	+;+;+	3277	0	0	0	4	0	1
RP11-153M7.1	4	153658572	153659653	+	1082	7	4	13	20	30	23
TLR2	4	153701500	153705699	+	4200	20	17	16	161	115	72
RNF175	4;4;4;4;4;4;4;4;4;4	153710125;153712475;153713083;153720184;153723351;153728207;153745669;153748405;153751438;153759797	153710489;153712576;153715662;153720304;153723458;153728361;153745727;153748827;153751475;153760235	-;-;-;-;-;-;-;-;-;-	4390	0	18	4	3	5	8
RP11-153M7.5	4;4;4;4;4	153720327;153720492;153721386;153723169;153727588	153720386;153720651;153721425;153723294;153727722	+;+;+;+;+	521	0	0	0	0	0	0
AC020703.1	4	153741852	153741939	-	88	0	0	0	0	0	0
SFRP2	4;4;4	153780592;153785864;153788334	153781755;153785944;153789120	-;-;-	2032	1311	3608	1806	637	412	270
AC020703.2	4	153873367	153873451	-	85	0	0	0	0	0	0
RP11-290O12.2	4;4;4;4;4;4	154142122;154201748;154206968;154269062;154272168;154298253	154142242;154201831;154207053;154269460;154272286;154298819	+;+;+;+;+;+	1376	0	0	0	0	0	0
AC079298.1	4	154218909	154218993	+	85	0	0	0	0	0	0
DCHS2	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	154232037;154239170;154240537;154242642;154255519;154259545;154269900;154284456;154297851;154304669;154305097;154315748;154320379;154322331;154322645;154328093;154329523;154331583;154332478;154343468;154352450;154354725;154355589;154357219;154366210;154373920;154377253;154384368;154391164;154486443;154489304	154237159;154239302;154240823;154242772;154255670;154259756;154270013;154284579;154298708;154304878;154305231;154315987;154321222;154322488;154323329;154328192;154329710;154331714;154335168;154343646;154352508;154354817;154355730;154357324;154366441;154373955;154377444;154384467;154391297;154486520;154491716	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	16281	8	6	0	0	19	1
RP11-9N12.2	4	154235980	154237598	+	1619	0	0	0	0	0	0
RP11-9N12.3	4	154261735	154262193	+	459	0	0	0	0	0	0
RP11-290O12.1	4	154373886	154374347	+	462	0	0	0	0	0	0
RP11-158C21.2	4;4	154523487;154523976	154523676;154524807	+;+	1022	0	0	0	0	0	0
PLRG1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	154535006;154537286;154537969;154539014;154539951;154540594;154540785;154541958;154544445;154545836;154546543;154547482;154548829;154549053;154549664;154550300	154536744;154537542;154538108;154539213;154540272;154540695;154540936;154542279;154544546;154546213;154547064;154547853;154548935;154549141;154549772;154550435	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5049	93	95	99	433	344	500
RNU6-1285P	4	154543933	154544037	-	105	0	0	0	0	0	0
RP11-158C21.3	4	154555208	154555985	+	778	0	0	0	0	0	0
FGB	4;4;4;4;4;4;4;4	154562956;154565186;154566489;154567593;154568381;154569182;154569514;154570419	154563132;154565999;154566749;154567854;154568494;154569307;154569799;154571086	+;+;+;+;+;+;+;+	2708	0	0	0	0	0	0
FGA	4;4;4;4;4;4	154583126;154585260;154587512;154588793;154589437;154590634	154584833;154586918;154587657;154588976;154589562;154590766	-;-;-;-;-;-	3956	0	0	0	0	0	0
FGG	4;4;4;4;4;4	154604134;154606705;154608466;154609630;154611236;154612532	154605066;154606982;154608650;154610197;154612435;154612967	-;-;-;-;-;-	3600	0	0	0	6	0	0
LRAT	4;4;4;4;4;4;4;4;4;4;4	154626945;154636329;154698398;154728703;154729439;154731683;154740838;154743971;154745374;154748189;154748984	154627149;154636396;154699900;154728783;154729578;154731786;154740898;154744866;154745542;154748388;154753118	+;+;+;+;+;+;+;+;+;+;+	7562	1	5	0	25	37	56
RP11-21G20.1	4	154724586	154724880	+	295	0	0	0	0	0	0
RP11-21G20.3	4;4;4;4	154754756;154760925;154770281;154781789	154754864;154761041;154770494;154781873	-;-;-;-	525	0	0	0	0	0	0
RP11-21G20.4	4	154770568	154770916	+	349	0	0	0	0	0	0
RBM46	4;4;4;4;4;4;4;4	154781213;154781505;154781817;154796742;154797811;154798782;154820363;154826768	154781436;154781672;154781932;154796903;154798278;154799564;154820422;154828813	+;+;+;+;+;+;+;+	4027	0	0	0	0	0	2
RNU2-66P	4	154787118	154787278	+	161	0	0	0	0	0	0
RNU2-44P	4	154790291	154790484	+	194	0	0	0	0	0	0
RP11-92A5.2	4;4;4;4	155206529;155208025;155208303;155208962	155207815;155208176;155208431;155209027	-;-;-;-	1634	0	0	0	0	0	0
NPY2R	4;4	155208629;155213892	155209069;155217078	+;+	3628	0	0	0	0	0	0
AC097467.2	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	155276689;155304967;155309004;155316736;155321455;155329709;155337837;155338979;155339781;155339969;155341422;155342260;155346297;155349381;155351027;155352292;155354209;155357089;155360285;155360986;155362264;155362465;155362817;155367247;155368532;155379053;155381172	155276714;155305151;155309076;155316828;155321710;155330310;155338017;155339050;155339873;155340034;155341540;155342424;155346560;155349457;155351207;155352354;155354374;155357202;155360465;155361322;155362304;155362529;155363308;155367531;155368850;155379184;155381346	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4823	0	0	0	0	0	0
RP11-27G13.1	4;4	155286162;155287052	155286446;155287136	-;-	370	0	0	0	0	0	0
MAP9	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	155342658;155349671;155352596;155352912;155353179;155355071;155355716;155357449;155360168;155362048;155368166;155372996;155374937;155375776;155376376	155347905;155350239;155352728;155353057;155353340;155355160;155355884;155357519;155360415;155362141;155368812;155373456;155375021;155375914;155376970	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8857	1	2	0	16	8	11
YWHAEP4	4	155381042	155381239	-	198	0	0	0	0	0	0
RP11-27G13.4	4;4	155383107;155383950	155383299;155384102	-;-	346	0	0	0	0	0	0
RP11-27G13.5	4	155385352	155385492	+	141	0	0	0	0	0	0
RP11-627H22.9	4	155451617	155452405	-	789	0	0	0	0	0	0
MTND6P17	4	155452526	155453044	+	519	0	0	0	0	0	0
MTND5P9	4	155453049	155454803	-	1755	0	0	0	0	0	0
MTND4P8	4	155455050	155456411	-	1362	0	0	0	0	0	0
MTND3P3	4;4	155456638;155456913	155456694;155456981	-;-	126	0	0	0	0	0	0
RP11-627H22.8	4	155457180	155457960	-	781	0	0	0	0	8	0
MTATP6P9	4	155457961	155458640	-	680	0	0	0	0	0	0
RP11-627H22.6	4	155458870	155459563	-	694	0	0	0	0	0	0
RP11-627H22.5	4	155459704	155461237	-	1534	0	0	0	0	0	0
MTND2P33	4	155461633	155462663	-	1031	0	0	0	0	0	0
MTND1P22	4	155462873	155463823	-	951	0	0	0	0	0	0
RP13-487K5.1	4;4	155515727;155517174	155515959;155517459	+;+	519	0	0	0	0	0	0
GUCY1A3	4;4;4;4;4;4;4;4;4;4;4;4	155666711;155667338;155667663;155668090;155696756;155703932;155708236;155710542;155713098;155717159;155722038;155730030	155667220;155667419;155667932;155668183;155697122;155703993;155708294;155711381;155713583;155717302;155722569;155732349	+;+;+;+;+;+;+;+;+;+;+;+	5766	18	14	2	83	27	74
RP11-588K22.2	4	155734448	155737062	+	2615	10	48	16	57	16	34
GUCY1B3	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	155758992;155759356;155759787;155772602;155774968;155777524;155785264;155789714;155793856;155795341;155796377;155799877;155802213;155803624;155804593;155805103;155806386	155759143;155759541;155759860;155772753;155775068;155777642;155785329;155789911;155794086;155795457;155796510;155800074;155802579;155803764;155804747;155805229;155807591	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3724	22	18	16	69	14	62
